timestamp,raw_signal,temperature_c,pressure_hpa,relative_humidity
2025-01-01T00:00:00,255.87636158198285,6.2742453717789886,1011.7856571225904,90.37502491657322
2025-01-01T01:00:00,248.85467588934753,5.369837670057462,1013.798887075555,88.52643337778876
2025-01-01T02:00:00,240.11698475485778,7.747742418190303,1016.1900952669868,81.2266338383517
2025-01-01T03:00:00,249.14972538117763,9.098296833432215,1015.1138308374393,87.93588131318445
2025-01-01T04:00:00,238.54566446825902,8.012344409328662,1014.7276327747227,77.64993579822999
2025-01-01T05:00:00,232.79244339616795,10.350946020999515,1015.7503119847263,69.53971754606312
2025-01-01T06:00:00,223.58247373124834,13.515594043971923,1014.632205386345,67.29955944087332
2025-01-01T07:00:00,214.38372028632807,14.992989263792959,1015.8107778567012,63.00268101986601
2025-01-01T08:00:00,213.358010880699,17.015438272185765,1016.3756984242144,62.67235872570124
2025-01-01T09:00:00,204.86972712563772,17.776510245008907,1016.5253270057124,58.018369293141056
2025-01-01T10:00:00,204.68123465962455,20.51124984772713,1017.4103284807721,55.09863573310184
2025-01-01T11:00:00,205.630630234101,21.18129916968506,1017.3600971189019,56.74492112490949
2025-01-01T12:00:00,204.04009414364225,20.8404183582167,1017.8389733609488,55.17740111431558
2025-01-01T13:00:00,206.9460101887636,21.61708140118622,1017.1311312543812,55.6588225568609
2025-01-01T14:00:00,210.55049154572197,20.382936234517913,1018.4722114644036,57.66536134833889
2025-01-01T15:00:00,213.29401744169428,18.134041989438526,1019.2030308545723,61.0635200469194
2025-01-01T16:00:00,203.5066168055629,17.845851810188773,1017.5904034138765,55.019004196962
2025-01-01T17:00:00,222.3635537088574,15.01761530900385,1017.8419977795827,65.18491006326082
2025-01-01T18:00:00,220.53856985113507,14.912886914522266,1019.5789318294903,63.18776023364901
2025-01-01T19:00:00,234.3443543405976,12.317450704695348,1018.6765737108391,75.29741620514967
2025-01-01T20:00:00,241.54293550369664,10.557934800796922,1019.9455028574079,79.20258004722183
2025-01-01T21:00:00,245.612989686121,8.710208147866405,1018.7906329588052,86.34128537563248
2025-01-01T22:00:00,309.9439842464721,9.357602747609246,1020.2414097768724,89.47745066687142
2025-01-01T23:00:00,248.76253678285613,7.463791783776416,1019.4219400165084,87.66090889240299
2025-01-02T00:00:00,251.182044497065,7.021801628495657,1019.601936751619,85.70641449071319
2025-01-02T01:00:00,248.15498725598775,7.3698750241171185,1020.5917536979703,88.49886641172019
2025-01-02T02:00:00,243.04506293840424,8.904130234275733,1019.302269076665,83.17244148948967
2025-01-02T03:00:00,246.43951317448057,9.903255748232752,1018.9393902635792,82.22670807929566
2025-01-02T04:00:00,240.74034936716754,11.430305077248379,1019.3103279845835,82.07079936383747
2025-01-02T05:00:00,232.18122077295195,13.167413295297747,1019.950496754284,72.47123883132137
2025-01-02T06:00:00,227.360273154163,16.54922680300777,1018.5307208872882,72.74335387514748
2025-01-02T07:00:00,222.48609247459072,16.09577186153745,1020.0492201360621,67.7903347745109
2025-01-02T08:00:00,214.50133838969353,17.714554291395185,1019.1854812165775,57.86951438274925
2025-01-02T09:00:00,212.68889663981906,18.9163420074378,1020.309199790815,60.987239924898844
2025-01-02T10:00:00,202.9596752315485,21.336590357224072,1017.7564676763042,57.206480582407565
2025-01-02T11:00:00,200.16762564898266,22.5162223347926,1018.7923549088398,53.30096227742372
2025-01-02T12:00:00,200.55202022144005,21.652317530037894,1018.0569218116073,49.574551484615434
2025-01-02T13:00:00,201.32782619753164,20.77395960657712,1018.537842292938,49.689309749174136
2025-01-02T14:00:00,200.3605151343369,20.10004021957419,1019.1528758859904,52.38464405764627
2025-01-02T15:00:00,208.00779824833745,20.323962955155906,1018.702250480449,58.736003713114926
2025-01-02T16:00:00,208.0688855808071,18.963895589009226,1018.4838154192191,56.87929550138598
2025-01-02T17:00:00,219.01283713789164,17.099313425811435,1018.3689094817037,65.71918675930914
2025-01-02T18:00:00,218.46907565190216,14.201041263440176,1018.4280132887127,64.10328666683232
2025-01-02T19:00:00,228.69771007245694,13.195953143661523,1017.3716036043187,71.99470094079707
2025-01-02T20:00:00,235.31884792138163,11.39998406315278,1018.3514718746849,77.05053978333562
2025-01-02T21:00:00,321.1066803156225,10.035754246558117,1018.0873625536708,88.60166701589688
2025-01-02T22:00:00,241.50165014444343,9.502003560867534,1017.6481553236499,77.77941627085787
2025-01-02T23:00:00,251.790420407113,8.208374861693656,1017.5122705573168,89.30384481544584
2025-01-03T00:00:00,247.09526287391873,8.365892448691987,1017.0638459724395,85.10794637352197
2025-01-03T01:00:00,248.8654225950901,8.038006865836847,1018.004827907049,85.29496574867751
2025-01-03T02:00:00,243.01753257705312,8.918060682744969,1016.234205558711,82.42279305240054
2025-01-03T03:00:00,239.13441431412156,10.317401929503916,1015.7868080784654,80.71412094001342
2025-01-03T04:00:00,234.61028432907517,9.864132509689467,1015.1733418832478,74.94929096210579
2025-01-03T05:00:00,233.6396286407522,12.550374650126741,1014.6704919657159,76.32673317801421
2025-01-03T06:00:00,219.99483125181357,14.198408573360839,1014.2082175123602,65.09065680402682
2025-01-03T07:00:00,222.10041854859836,15.828150960606933,1014.1382719846989,66.10231100985175
2025-01-03T08:00:00,211.2586125764977,17.811217700707974,1014.3876632289396,55.635880989860304
2025-01-03T09:00:00,201.33223825921672,20.819298207027696,1014.3443105235818,54.01207281419548
2025-01-03T10:00:00,199.9664413598293,19.770159616135945,1013.8165600163317,47.623130062241096
2025-01-03T11:00:00,200.1988955767208,22.08120730673581,1012.9134788384982,51.12419846127157
2025-01-03T12:00:00,206.50397779200082,19.89271387398823,1013.7470608337387,53.8666841905708
2025-01-03T13:00:00,200.05855077789388,20.824433358698094,1013.3019350762906,48.9753125995537
2025-01-03T14:00:00,198.2832974847006,20.528148954379265,1012.3406949581521,50.115186003718236
2025-01-03T15:00:00,198.94056086003792,19.750139772664973,1011.6650475597457,49.46672321864154
2025-01-03T16:00:00,209.5107217787634,18.36441484980123,1012.1780112667443,55.95040718987926
2025-01-03T17:00:00,212.77586146943827,16.699863167698197,1011.600937623415,55.14490484261041
2025-01-03T18:00:00,215.10361737939988,13.808429078322128,1010.1349629919382,61.79384250344703
2025-01-03T19:00:00,230.79726278241372,11.841026404916551,1010.7852325655857,70.05471000725423
2025-01-03T20:00:00,240.69296627429668,11.286154397645959,1010.706087267539,77.85269242924466
